start,end,speaker,text
1014.0,1015.0,SPEAKER_02, Yeah.
1015.0,1016.0,SPEAKER_02, I'll just search it.
1016.0,1017.0,SPEAKER_02, It's not the next.
1017.0,1018.0,SPEAKER_02, I'll just search it.
1018.0,1019.0,SPEAKER_02, It's the next.
1019.0,1020.0,SPEAKER_02, Okay.
1020.0,1021.0,SPEAKER_02, Found a tutorial.
1021.0,1022.0,SPEAKER_02, It inverted the search.
1022.0,1023.0,SPEAKER_02, You can see the back.
1023.0,1024.0,SPEAKER_02, So you can go on and just use that code.
1024.0,1026.0,SPEAKER_06, Like that is behind the question.
1026.0,1027.0,SPEAKER_06, You asked them really.
1027.0,1028.0,SPEAKER_06, Yes.
1028.0,1029.0,SPEAKER_02, You can go on.
1029.0,1030.0,SPEAKER_06, We're using code and stuff.
1030.0,1031.0,SPEAKER_06, Just like perfect.
1031.0,1032.0,SPEAKER_02, And that's a much safer.
1032.0,1033.0,SPEAKER_02, Yeah.
1033.0,1035.0,SPEAKER_02," Well, I don't know if it's usable."
1035.0,1036.0,SPEAKER_02, I could have a little bit.
1036.0,1040.0,SPEAKER_02," But I found some code for like, like, fake tutorial about it."
1040.0,1041.0,SPEAKER_02," Oh, cool."
1041.0,1045.0,SPEAKER_04," So even if it doesn't, like, you can, do you go to be put on, make an app properly."
1045.0,1046.0,SPEAKER_04, Yeah.
1046.0,1047.0,SPEAKER_04, We'll probably stop doing some other file method.
1047.0,1048.0,SPEAKER_04," Well, I'm a creature."
1048.0,1049.0,SPEAKER_04, Yeah.
1049.0,1050.0,SPEAKER_04, Let's see.
1050.0,1051.0,SPEAKER_04, Let's see.
1051.0,1052.0,SPEAKER_04, Let's see.
1052.0,1053.0,SPEAKER_04, Is it okay?
1053.0,1054.0,SPEAKER_03, Yeah.
1054.0,1055.0,SPEAKER_03, That's how it is.
1055.0,1056.0,SPEAKER_03, Yeah.
1056.0,1057.0,SPEAKER_03, So you think you should be too difficult?
1057.0,1059.0,SPEAKER_03, I don't know.
1059.0,1060.0,SPEAKER_03, I was a bit worried about one.
1060.0,1065.0,SPEAKER_02," Well, I mean, talk about this with a file."
1065.0,1066.0,SPEAKER_02, There's no one else.
1066.0,1075.0,SPEAKER_02," I mean, how much do you actually need to do, like, like, extracting things from the XML files and stuff, to be able to do the indexing?"
1075.0,1076.0,SPEAKER_02," Oh, I see."
1076.0,1077.0,SPEAKER_02, Yeah.
1077.0,1079.0,SPEAKER_03, I have to convert it to some sort of format.
1079.0,1082.0,SPEAKER_03, I've been trying to write something to read the XML file.
1082.0,1083.0,SPEAKER_03, Yeah.
1083.0,1086.0,SPEAKER_05, I've been trying to write something to read the XML file.
1086.0,1088.0,SPEAKER_05, I'm going to get rid of it.
1088.0,1092.0,SPEAKER_05," And I can get rid of it, but I'm happy to jump and put me anywhere else."
1092.0,1094.0,SPEAKER_05, So I can't wait for the screen.
1094.0,1095.0,SPEAKER_05, I'm not sure what it is.
1095.0,1100.0,SPEAKER_05, I haven't managed to put it into a vector or whatever in Java.
1100.0,1101.0,SPEAKER_05, I'll get to the player.
1101.0,1102.0,SPEAKER_05," Well, are you ready in Java?"
1102.0,1103.0,SPEAKER_05, Yeah.
1103.0,1104.0,SPEAKER_01, Yeah.
1104.0,1105.0,SPEAKER_05, Okay.
1105.0,1106.0,SPEAKER_01, Yeah.
1106.0,1107.0,SPEAKER_01," I mean,"
1107.0,1115.0,SPEAKER_03," I mean, you should have, you have a look at the browser code then, because, you know, they already extract, for example, transcripts."
1115.0,1116.0,SPEAKER_03, Yeah.
1116.0,1117.0,SPEAKER_05, I'm sure I do.
1117.0,1118.0,SPEAKER_05, Yeah.
1118.0,1119.0,SPEAKER_05, Yeah.
1119.0,1120.0,SPEAKER_05, Yeah.
1120.0,1121.0,SPEAKER_05," Oh, yeah."
1121.0,1122.0,SPEAKER_05, I don't know.
1122.0,1127.0,SPEAKER_05, I'm sure I'm making a maze of it.
1127.0,1129.0,SPEAKER_05, I'm not making a maze of it.
1129.0,1130.0,SPEAKER_05, Yeah.
1130.0,1147.0,SPEAKER_02," I guess, I mean, it was a good point you had that, like, collaborating with how things, I mean, if you are a historian, yeah, yeah."
1147.0,1148.0,SPEAKER_02, Yeah.
1148.0,1149.0,SPEAKER_02, Yeah.
1149.0,1150.0,SPEAKER_05, I'm sitting here.
1150.0,1151.0,SPEAKER_05, We can.
1151.0,1152.0,SPEAKER_05, Should share as much as possible.
1152.0,1153.0,SPEAKER_05, Yeah.
1153.0,1154.0,SPEAKER_02, My worries.
1154.0,1155.0,SPEAKER_02, Yeah.
1155.0,1156.0,SPEAKER_02, Yeah.
1156.0,1157.0,SPEAKER_02," Should we,"
1157.0,1160.0,SPEAKER_02," I don't know, meet up and see what we could get."
1160.0,1165.0,SPEAKER_02," I mean, I don't know, see what you've done, and see what we need."
1165.0,1166.0,SPEAKER_02, Yeah.
1166.0,1167.0,SPEAKER_02, When we need maybe.
1167.0,1168.0,SPEAKER_02, Next week.
1168.0,1169.0,SPEAKER_02, Yeah.
1169.0,1170.0,SPEAKER_02, Yeah.
1170.0,1172.0,SPEAKER_05," So you're still actually out of that, I didn't do this week."
1172.0,1174.0,SPEAKER_05," This week, this week's been married."
1174.0,1175.0,SPEAKER_05, Yeah.
1175.0,1176.0,SPEAKER_03, Yeah.
1176.0,1178.0,SPEAKER_03, This week was only two days old.
1178.0,1180.0,SPEAKER_03," Well, it was nice."
1180.0,1186.0,SPEAKER_05," The week as it is, rather than the proper week, did I make sure it's getting a little bit about it?"
1186.0,1188.0,SPEAKER_06," Well, that's quite a good idea."
1188.0,1189.0,SPEAKER_06, Yeah.
1189.0,1190.0,SPEAKER_05, That's right.
1190.0,1191.0,SPEAKER_05, Yeah.
1191.0,1194.0,SPEAKER_05," And then I had to do an IRP whatever it was, that was making."
1194.0,1196.0,SPEAKER_05, Which is only a place where I'm just about to go to our page.
1196.0,1197.0,SPEAKER_05, Yeah.
1197.0,1198.0,SPEAKER_01, Yeah.
1198.0,1200.0,SPEAKER_01," Oh, that's good."
1200.0,1203.0,SPEAKER_05," It was, I'm just, I don't think about it for a bit."
1203.0,1204.0,SPEAKER_05, I think that's it.
1204.0,1205.0,SPEAKER_05, Yeah.
1205.0,1206.0,SPEAKER_05, I don't think so.
1206.0,1207.0,SPEAKER_05, Yeah.
1207.0,1208.0,SPEAKER_05, That's common.
1208.0,1209.0,SPEAKER_05, Yeah.
1209.0,1210.0,SPEAKER_01, Okay.
1210.0,1211.0,SPEAKER_01, Okay.
1211.0,1212.0,SPEAKER_01," So,"
1212.0,1217.0,SPEAKER_06," yeah, I was thinking that we'd generally probably start attacking this seriously."
1217.0,1223.0,SPEAKER_06," I'm just going to, you know, hopefully have something by next week that we can sort of try and to create into the group."
1223.0,1224.0,SPEAKER_06, Mm-hmm.
1224.0,1225.0,SPEAKER_06, Yeah.
1225.0,1226.0,SPEAKER_06," Well,"
1226.0,1232.0,SPEAKER_03," the browser's on, you know, or as, I don't know, it was there when I took it."
1232.0,1243.0,SPEAKER_03," Um, it uses the, um, the NXT search to get the data out of the files, which I think is odd, but I'm not quite sure how it works."
1243.0,1244.0,SPEAKER_03, I don't quite understand.
1244.0,1247.0,SPEAKER_05," So, when it, when it,"
1247.0,1254.0,SPEAKER_03," to get the data, for example, to get the summarization data, you have to search for, I think the ID is on something."
1254.0,1255.0,SPEAKER_03, Yeah.
1255.0,1257.0,SPEAKER_05, I have a privilege.
1257.0,1258.0,SPEAKER_05, Yeah.
1258.0,1260.0,SPEAKER_05," So, that's the same way."
1260.0,1263.0,SPEAKER_05," It's got, the, the ID is pretty."
1263.0,1268.0,SPEAKER_03," So, they don't, they don't say, look, that might fall there."
1268.0,1269.0,SPEAKER_03, Yeah.
1269.0,1270.0,SPEAKER_03," So,"
1270.0,1272.0,SPEAKER_06," it's such, everything."
1272.0,1276.0,SPEAKER_06," I think it's pretty, so, I think it's, it wasn't the most efficient."
1276.0,1279.0,SPEAKER_06, It does really have quite crap.
1279.0,1280.0,SPEAKER_03, I don't think that.
1280.0,1288.0,SPEAKER_02," But, but, what, what, I said, like, we know where we have to, what's behind it."
1288.0,1291.0,SPEAKER_02," So, no, this is not the actual search."
1291.0,1298.0,SPEAKER_03," This is just when you open, you know, to load the transcript, for example, to find the transcript for a certain meeting."
1298.0,1307.0,SPEAKER_03," It does, does, let's see, search for, the string, I don't know, transcript, or, the next,"
1307.0,1313.0,SPEAKER_05," for, and it, like, it just has an open variable, transcript, whatever,"
1313.0,1315.0,SPEAKER_03," find everything that's got there, and the mode."
1315.0,1320.0,SPEAKER_03," So, it's such a query language, but it's like a dollar, a text,"
1320.0,1325.0,SPEAKER_05," yeah, yeah, because that's the, because of it, yeah,"
1325.0,1339.0,SPEAKER_03," and then, yeah, because every, every year, all of these, these files, I've got an ID and all of the transcript files, I've got the string, I don't know what it is, where it's on text or something."
1339.0,1342.0,SPEAKER_03," So, just searches for those files."
1342.0,1343.0,SPEAKER_01, Okay.
1343.0,1345.0,SPEAKER_03, What are you doing?
1345.0,1351.0,SPEAKER_02," What are you like, is there a open thingy or, or, what are you doing?"
1351.0,1357.0,SPEAKER_02," Like, what did you do to, like, how do you figure out that the computer's, the next thing search,"
1357.0,1359.0,SPEAKER_03," like, and is it?"
1359.0,1367.0,SPEAKER_03," Well, it's in the code, just like, you know, you define a search object, and then search, that's the string."
1367.0,1371.0,SPEAKER_03," I had to figure out how to, how to do the same thing, but somewhere that's how I, how to see,"
1371.0,1376.0,SPEAKER_03," how to understand, how to do the transcript, how they did that, how they did the transcript, to do something like that."
1376.0,1377.0,SPEAKER_03," So,"
1377.0,1379.0,SPEAKER_05," did you have to write it in the way that they write it, so we did?"
1379.0,1380.0,SPEAKER_03, Yeah.
1380.0,1383.0,SPEAKER_03, Just search for a specific string.
1383.0,1385.0,SPEAKER_05, What?
1385.0,1391.0,SPEAKER_03," So, you could just, you know, you could use that when, if you want to, take the data out."
1391.0,1393.0,SPEAKER_05," Just the data out, just thinking that you,"
1393.0,1408.0,SPEAKER_03," yeah. If you have a question about what the code means or where to find the code that you want, or whatever you want to do, then just say, you know, I can't explain."
1408.0,1409.0,SPEAKER_03, Yeah.
1409.0,1411.0,SPEAKER_05," If you're going to take the dual code,"
1411.0,1425.0,SPEAKER_03," oh yeah. Actually, in the mode, it's got a load of rubbish, because the, the, the browser that I used from, you know, that they gave us, I had a lot of extra stuff in, and have data thrown out, just throughout all the functions that have, just had data."
1425.0,1426.0,SPEAKER_00, Just had data.
1426.0,1427.0,SPEAKER_00, Just put that in.
1427.0,1428.0,SPEAKER_00, Just put that in.
1428.0,1429.0,SPEAKER_03, Just put that in.
1429.0,1432.0,SPEAKER_03," So, they're all in there, still."
1432.0,1436.0,SPEAKER_03," So, I'm going to be sure to check out my data."
1436.0,1440.0,SPEAKER_05," Like, coming, coming to get out one minute at a time, probably get to work."
1440.0,1441.0,SPEAKER_01, Yeah.
1441.0,1442.0,SPEAKER_01, Yeah.
1442.0,1443.0,SPEAKER_01, Yeah.
1443.0,1444.0,SPEAKER_01, Yeah.
1444.0,1445.0,SPEAKER_01, Yeah.
1445.0,1446.0,SPEAKER_01, Yeah.
1446.0,1447.0,SPEAKER_01, Yeah.
1447.0,1448.0,SPEAKER_00, Yeah.
1448.0,1449.0,SPEAKER_05, Yeah.
1449.0,1450.0,SPEAKER_05, Yeah.
1450.0,1451.0,SPEAKER_02, Yeah.
1451.0,1452.0,SPEAKER_02, Yeah.
1452.0,1453.0,SPEAKER_05, Yeah.
1453.0,1454.0,SPEAKER_05, Yeah.
1454.0,1455.0,SPEAKER_05, Yeah.
1455.0,1456.0,SPEAKER_05, Yeah.
1456.0,1457.0,SPEAKER_05, Yeah.
1457.0,1458.0,SPEAKER_05, Yeah.
1458.0,1459.0,SPEAKER_03, Yeah.
1459.0,1460.0,SPEAKER_03, Yeah.
1460.0,1461.0,SPEAKER_03, Yeah.
1461.0,1462.0,SPEAKER_03, Yeah.
1462.0,1463.0,SPEAKER_03, Yeah.
1463.0,1464.0,SPEAKER_03, Yeah.
1464.0,1465.0,SPEAKER_03, I'm still at the bottom of the mountain.
1465.0,1466.0,SPEAKER_03, Yeah.
1466.0,1467.0,SPEAKER_06, How many hours is this?
1467.0,1468.0,SPEAKER_06, Yeah.
1468.0,1469.0,SPEAKER_03, I think they should have that much to do.
1469.0,1470.0,SPEAKER_03, Yeah.
1470.0,1473.0,SPEAKER_03," Well, should you play the input to explore any other?"
1473.0,1474.0,SPEAKER_03, Yeah.
1474.0,1475.0,SPEAKER_03, Yeah.
1475.0,1476.0,SPEAKER_01, Yeah.
1476.0,1480.0,SPEAKER_05," How, how should you ask your, uh, quantify crazy?"
1480.0,1481.0,SPEAKER_05, Yeah.
1481.0,1482.0,SPEAKER_05, Yeah.
1482.0,1483.0,SPEAKER_05, Yeah.
1483.0,1485.0,SPEAKER_03, I can't remember what I'm supposed to do by the way.
1485.0,1488.0,SPEAKER_03," Am I supposed to do the, some realization thing about?"
1488.0,1489.0,SPEAKER_01, Yeah.
1489.0,1490.0,SPEAKER_01, Yeah.
1490.0,1491.0,SPEAKER_02, Hey.
1491.0,1494.0,SPEAKER_03, Yeah.
1494.0,1495.0,SPEAKER_03, Right.
1495.0,1497.0,SPEAKER_06," Uh, what's doing?"
1497.0,1498.0,SPEAKER_02, Yeah.
1498.0,1499.0,SPEAKER_02, Right.
1499.0,1500.0,SPEAKER_06, Yeah.
1500.0,1501.0,SPEAKER_06, Yeah.
1501.0,1502.0,SPEAKER_01, Yeah.
1502.0,1504.0,SPEAKER_01," Well, I'll do that."
1504.0,1505.0,SPEAKER_01, This can be changed.
1505.0,1506.0,SPEAKER_06, Yeah.
1506.0,1507.0,SPEAKER_06, I don't know.
1507.0,1508.0,SPEAKER_03, It doesn't matter.
1508.0,1511.0,SPEAKER_06," If you want to, just play around with too much of time."
1511.0,1512.0,SPEAKER_06, Yeah.
1512.0,1513.0,SPEAKER_03, Yeah.
1513.0,1514.0,SPEAKER_03, That should make sure you did it.
1514.0,1515.0,SPEAKER_03, Yeah.
1515.0,1516.0,SPEAKER_04, Yeah.
1516.0,1518.0,SPEAKER_05, That's a lot of courses you should take.
1518.0,1519.0,SPEAKER_05, We'll take it to a little bit in there.
1519.0,1520.0,SPEAKER_05, Yeah.
1520.0,1527.92,SPEAKER_03, And I'm doing communications of which we had one exercise and I've done that like two weeks ago.
1527.92,1529.96,SPEAKER_03, That's in two weeks.
1529.96,1531.96,SPEAKER_06, Was that an informatics?
1531.96,1532.96,SPEAKER_06, Of course.
1532.96,1533.96,SPEAKER_03, Yeah.
1533.96,1535.96,SPEAKER_03, I would like to teach you all.
1535.96,1537.96,SPEAKER_03," My includes is running 10, okay."
1537.96,1538.96,SPEAKER_06, Okay.
1538.96,1547.36,SPEAKER_03," And then I'm doing power programming languages and systems, which we had one exercise as well."
1547.36,1554.36,SPEAKER_03, I'm not doing any backhand things.
1554.36,1555.36,SPEAKER_01, Yeah.
1555.36,1559.36,SPEAKER_03, I'm doing a little bit.
1559.36,1560.36,SPEAKER_06, Yeah.
1560.36,1561.36,SPEAKER_02, Yeah.
1561.36,1564.36,SPEAKER_06, I'm happy when this week is over.
1564.36,1567.36,SPEAKER_02, I'm happy to have your way to this course.
1567.36,1568.36,SPEAKER_02, Yeah.
1568.36,1571.36,SPEAKER_06, I'm excited about it though.
1571.36,1572.36,SPEAKER_06, I hope.
1572.36,1576.24,SPEAKER_06," It helps me meet, to discuss."
1576.24,1581.24,SPEAKER_06, Did you want to meet before we talk to Steve next week?
1581.24,1584.4599999999998,SPEAKER_06," Well, I don't know."
1584.46,1594.8600000000001,SPEAKER_06, probably get some work done over the weekend so I know after DMLG or something we just have a little quicker to update and just be happy I like it.
1594.8600000000001,1600.06,SPEAKER_03," Yeah, I'm sorry. So what are you planning to do over the weekend then?"
1600.06,1604.7,SPEAKER_03, Search. You're gonna do the search.
1604.7,1608.7,SPEAKER_06, That's why. Yeah. It can be out of it.
1608.7,1614.7,SPEAKER_06, It'll be still limited version of the next query.
1614.7,1620.7,SPEAKER_06, It won't be a whole thing. Like we can just decide sort of things that we do want to do.
1620.7,1624.7,SPEAKER_06," Actually, it just down on accident."
1624.7,1632.7,SPEAKER_06, I'm sorry.
1632.7,1638.7,SPEAKER_06, Don't go straight away.
1638.7,1644.7,SPEAKER_03, I think we need to ask ourselves some milestones because otherwise.
1644.7,1648.7,SPEAKER_03," Yeah. Yeah, it's a little more."
1648.7,1650.7,SPEAKER_06," It's a little more. Yeah, it's a little more."
1650.7,1652.7,SPEAKER_06, Like you're saying.
1652.7,1656.7,SPEAKER_06," Actually, do we want to set a date for interim prototype?"
1656.7,1660.7,SPEAKER_06," Specifically, a date."
1660.7,1664.7,SPEAKER_03, Do you decide? I'm not looking at what you want to put.
1664.7,1670.7,SPEAKER_02, The progress report is two or three.
1670.7,1674.7,SPEAKER_02, Third. All.
1674.7,1678.7,SPEAKER_05, Third. So that's two weeks.
1678.7,1682.7,SPEAKER_03," Well, how about we get it done by then?"
1682.7,1688.7,SPEAKER_03," Yes, yeah. Then we can write about it in the interim report."
1688.7,1692.7,SPEAKER_05, We've got some to show.
1692.7,1702.7,SPEAKER_02, Just a little bit of light.
1702.7,1704.7,SPEAKER_03, I see.
1704.7,1710.7,SPEAKER_03, I want the search interface.
1710.7,1716.7,SPEAKER_03, Maybe you should decide pretty early what kind of things you want to be able to search for.
1716.7,1720.7,SPEAKER_03," And then if you want, you can give up to me now."
1720.7,1724.7,SPEAKER_03, I'll build you nice in a few dick boxes and drop down on your ears.
1724.7,1728.7,SPEAKER_02, What's the number like what do you have now?
1728.7,1730.7,SPEAKER_02, No.
1730.7,1732.7,SPEAKER_03, That doesn't exist.
1732.7,1736.7,SPEAKER_03, That's completely compasted.
1736.7,1738.7,SPEAKER_03, That's not exist.
1738.7,1740.7,SPEAKER_03, That's not anything.
1740.7,1742.7,SPEAKER_00, That's one of the best things.
1742.7,1750.7,SPEAKER_03," There's actually all these things that are mixed from, you know, all these drop down menus and tick boxes are mixed from Google."
1750.7,1754.7,SPEAKER_03, This screenshot of Google.
1754.7,1756.7,SPEAKER_03, Oh.
1756.7,1760.7,SPEAKER_01, That's just so funny.
1760.7,1762.7,SPEAKER_03, Maybe you can exist.
1762.7,1764.7,SPEAKER_03, It's going to be a little difficult.
1764.7,1765.7,SPEAKER_03, Yeah.
1765.7,1767.7,SPEAKER_03," I mean, I was going to."
1767.7,1772.7,SPEAKER_03," But, you know, the whole drop down menus and stuff, what we want to search for is not quite agreed."
1772.7,1776.7,SPEAKER_03," I mean, if I've agreed on what would be able to search for."
1776.7,1777.7,SPEAKER_03," No, it's not really."
1777.7,1778.7,SPEAKER_04, It's not.
1778.7,1779.7,SPEAKER_06, It's not.
1779.7,1780.7,SPEAKER_03, It's sort of a border we can.
1780.7,1781.7,SPEAKER_03, Yeah.
1781.7,1784.7,SPEAKER_03, Do you want to just get together and think about different types of search we could possibly do.
1784.7,1791.7,SPEAKER_03," And then we could discuss that next meeting, which options we really want to include."
1791.7,1794.7,SPEAKER_03, It will be a little different.
1794.7,1797.7,SPEAKER_03, Certainly.
1797.7,1804.7,SPEAKER_02, We can go back and actually support the programming and do anything in the studio.
1804.7,1805.7,SPEAKER_02," Um, and we can..."
1805.7,1810.7,SPEAKER_02, If you can get to Marker.
1810.7,1813.7,SPEAKER_02, Go to contentious.
1813.7,1814.7,SPEAKER_02, Pull it up.
1814.7,1815.7,SPEAKER_02, We can't do something.
1815.7,1816.7,SPEAKER_02, I can really do anything.
1816.7,1820.5,SPEAKER_06, No public copy tools.
1820.5,1840.34,SPEAKER_06, you don't just get a quick look over and just can take it so it's you so it'll see I'm more than to put you over the class path so that sort of thing like just say okay well here's everything's basically also done and just yeah yeah just show you how it's okay that's what it's possible in the morning
1840.34,1847.06,SPEAKER_03, well for some eye details
1847.06,1867.06,SPEAKER_06, well things you know something like that could happen anytime because like my schedule is like a class right class right class yeah I just want to take it out yeah I know exactly yeah yeah yeah that's why I'm thinking so something like that and then if I have a class I can not off yeah pick a tire okay
1867.06,1871.06,SPEAKER_03, Monday
1871.06,1881.22,SPEAKER_06, any time not instantly not at noon or two or four no in between those three
1881.22,1884.58,SPEAKER_03, three talk actually
1884.58,1918.64,SPEAKER_05, yeah that's not option two okay three skid but we have like the computer in here can't it get an with the
1918.64,1919.64,SPEAKER_03, I'm not fan-like yet.
1919.64,1922.64,SPEAKER_05," How can you take that? Well, if you find me, I'll show you it."
1922.64,1923.64,SPEAKER_05, I'll let it all in there.
1923.64,1924.64,SPEAKER_05, I'm not going to take it.
1924.64,1925.64,SPEAKER_05, I can't make it now afterwards.
1925.64,1926.64,SPEAKER_05," Yeah, yeah, yeah."
1926.64,1928.64,SPEAKER_05," You did need to have a key for it, though."
1928.64,1929.64,SPEAKER_04, That's the thing.
1929.64,1931.64,SPEAKER_04," It's got a lot of little, but just for going on."
1931.64,1937.64,SPEAKER_06," Yeah, somebody actually was asking Steve, but they're whether we can get in there, whether he was going to get us access into it."
1937.64,1938.64,SPEAKER_02, Into work.
1938.64,1939.64,SPEAKER_02, The key people.
1939.64,1940.64,SPEAKER_02, How good.
1940.64,1942.64,SPEAKER_05," It's only got this crap, so I think about four or five defeats."
1942.64,1947.64,SPEAKER_05," It would do quite a bit of a large job, because Ken also, it's not very opening with people."
1947.64,1949.64,SPEAKER_05, It's very important to me.
1949.64,1950.64,SPEAKER_05, It's very important to me.
1950.64,1951.64,SPEAKER_05, And it's a fight scope here.
1951.64,1953.64,SPEAKER_05, With the code on it.
1953.64,1955.64,SPEAKER_05, It's good with it.
1955.64,1956.64,SPEAKER_05, It's good with it.
1956.64,1959.64,SPEAKER_06," Well, I just want to add your assignment."
1959.64,1961.64,SPEAKER_06, I'm going to add your assignment.
1961.64,1963.64,SPEAKER_00, You've got to have my computer.
1963.64,1965.64,SPEAKER_03," Yeah, well, the comment's not thinking."
1965.64,1967.64,SPEAKER_03, So what time did we say?
1967.64,1970.64,SPEAKER_03," I just think it's better to do it afterwards, and we have all the time."
1970.64,1971.64,SPEAKER_03," Yeah, that's right."
1971.64,1972.64,SPEAKER_03, I've got to do that.
1972.64,1973.64,SPEAKER_03, I'm off and on.
1973.64,1974.64,SPEAKER_03, Yeah.
1974.64,1977.64,SPEAKER_01, Okay.
1977.64,1980.64,SPEAKER_06, As long as Ken Elchie doesn't go late.
1980.64,1982.64,SPEAKER_06, Hopefully it's not that man's out.
1982.64,1983.64,SPEAKER_05," Wait, let's go."
1983.64,1987.64,SPEAKER_03," Actually, it's not even confirmed yet."
1987.64,1988.64,SPEAKER_03, What?
1988.64,1989.64,SPEAKER_03, Oh.
1989.64,1991.64,SPEAKER_03, She doesn't even know what she's talking about.
1991.64,1992.64,SPEAKER_03, Okay.
1992.64,1994.64,SPEAKER_03, Maybe it doesn't happen at all.
1994.64,1995.64,SPEAKER_03," It's really, it should be."
1995.64,1996.64,SPEAKER_02, It should be.
1996.64,1997.64,SPEAKER_02, It should be.
1997.64,1998.64,SPEAKER_02, Is it really?
1998.64,1999.64,SPEAKER_02," Well, it should be."
1999.64,2000.64,SPEAKER_01," Well, it should be."
2000.64,2002.64,SPEAKER_02," It's really, it's really, it's really."
2002.64,2003.64,SPEAKER_02," It's really, it's really."
2003.64,2005.64,SPEAKER_02, I don't think we have a rainy week then.
2005.64,2007.64,SPEAKER_02, We have one class at least one week.
2007.64,2008.64,SPEAKER_02, That's a pretty special.
2008.64,2009.64,SPEAKER_02, We don't have any pictures.
2009.64,2012.64,SPEAKER_02, I think I don't like all other classes.
2012.64,2016.64,SPEAKER_03," Yeah, I don't think there was an official one last semester."
2016.64,2018.64,SPEAKER_03," So I think it was just a back home, isn't it?"
2018.64,2019.64,SPEAKER_06, Something like that.
2019.64,2020.64,SPEAKER_05, I think one of the couple classes did.
2020.64,2022.64,SPEAKER_05, Something else he did and something else he did.
2022.64,2023.64,SPEAKER_05, Yeah.
2023.64,2024.64,SPEAKER_05, Yeah.
2024.64,2027.64,SPEAKER_02," I think the other one was really, I think the other one was just head."
2027.64,2028.64,SPEAKER_02, Yeah.
2028.64,2030.64,SPEAKER_02," Oh, the one goes up to the professor."
2030.64,2033.64,SPEAKER_06, I don't feel like it.
2033.64,2034.64,SPEAKER_06, Yeah.
2034.64,2039.64,SPEAKER_06, I think they all probably have one to make up for missing classes.
2039.64,2040.64,SPEAKER_06, What?
2040.64,2041.64,SPEAKER_06, Do you have a problem?
2041.64,2042.64,SPEAKER_06, Yeah.
2042.64,2043.64,SPEAKER_01, We will come up with you.
2043.64,2044.64,SPEAKER_01, Yeah.
2044.64,2045.64,SPEAKER_01, Yeah.
2045.64,2046.64,SPEAKER_01, We'll have to click.
2046.64,2047.64,SPEAKER_03, Okay.
2047.64,2048.6400000000003,SPEAKER_03, Yeah.
2048.6400000000003,2049.6400000000003,SPEAKER_03," That's me, Mummy."
2049.6400000000003,2050.6400000000003,SPEAKER_03, Yeah.
2050.6400000000003,2053.6400000000003,SPEAKER_02," Um, I guess."
2053.6400000000003,2054.6400000000003,SPEAKER_02, Let's see.
2054.6400000000003,2055.6400000000003,SPEAKER_02, What's there?
2055.6400000000003,2056.6400000000003,SPEAKER_02, Anything else?
2056.6400000000003,2057.6400000000003,SPEAKER_02, Do you have one up?
2057.64,2060.64,SPEAKER_02," Like, I care this was sure I took out."
2060.64,2061.64,SPEAKER_05," Oh, wait, trust you."
2061.64,2062.64,SPEAKER_05, Yeah.
2062.64,2063.64,SPEAKER_02, Yeah.
2063.64,2065.64,SPEAKER_02, I don't know if there was something.
2065.64,2073.64,SPEAKER_02, I think it basically said the same things as college.
2073.64,2075.64,SPEAKER_02, I could do it.
2075.64,2077.64,SPEAKER_02, Okay.
2077.64,2078.64,SPEAKER_06, Maybe that.
2078.64,2079.64,SPEAKER_06, Okay.
2079.64,2088.64,SPEAKER_06," Uh, I think it's a really wonderful windows from a single app."
2088.64,2089.64,SPEAKER_02, Let's see.
2089.64,2090.64,SPEAKER_06, Go there.
2090.64,2093.64,SPEAKER_06, But most we'll probably want to go with the false.
2093.64,2094.64,SPEAKER_02, Yeah.
2094.64,2095.64,SPEAKER_02," Oh, that was amazing."
2095.64,2096.64,SPEAKER_02, Yeah.
2096.64,2098.64,SPEAKER_06, I think it's the basic size of the science.
2098.64,2099.64,SPEAKER_06, Yeah.
2099.64,2105.64,SPEAKER_06, Which I can just do a comment about whether you want to do both speaker characterization and topics of orientation.
2105.64,2106.64,SPEAKER_00, Yeah.
2106.64,2107.64,SPEAKER_00, That's great.
2107.64,2108.64,SPEAKER_00, What are you doing?
2108.64,2109.64,SPEAKER_01, Yeah.
2109.64,2110.64,SPEAKER_02, Okay.
2110.64,2112.64,SPEAKER_02, Now we have seven percent of the paper.
2112.64,2113.64,SPEAKER_02, Yeah.
2113.64,2114.64,SPEAKER_02, That's good.
2114.64,2115.64,SPEAKER_02, Yeah.
2115.64,2116.64,SPEAKER_02, Okay.
2116.64,2119.64,SPEAKER_02," So we need to be okay both, right?"
2119.64,2121.64,SPEAKER_02, If you're okay with having a...
2121.64,2122.64,SPEAKER_02, Same thing.
2122.64,2123.64,SPEAKER_02, What is this?
2123.64,2124.64,SPEAKER_02, Okay.
2124.64,2127.64,SPEAKER_05, Just signing off.
2127.64,2128.64,SPEAKER_02, Yeah.
2128.64,2129.64,SPEAKER_02, Okay.
2129.64,2130.64,SPEAKER_03, Okay.
2130.64,2132.64,SPEAKER_03, She was trying to stop her.
2132.64,2133.64,SPEAKER_03, Okay.
2133.64,2135.64,SPEAKER_02, I don't know.
2135.64,2140.64,SPEAKER_02, Are you sure it's still here?
2140.64,2141.64,SPEAKER_02, Yes.
2141.64,2142.64,SPEAKER_02, Yeah.
